0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.499999999999999778e-01,-1.000000000000000000e+00
3.499999999999999778e-01,-1.000000000000000000e+00
3.499999999999999778e-01,-1.000000000000000000e+00
3.499999999999999778e-01,-1.000000000000000000e+00
3.499999999999999778e-01,-1.000000000000000000e+00
3.499999999999999778e-01,-1.000000000000000000e+00
3.499999999999999778e-01,-1.000000000000000000e+00
4.174999999999999822e-01,2.500000000000000000e-01
4.174999999999999822e-01,2.500000000000000000e-01
4.174999999999999822e-01,2.500000000000000000e-01
4.174999999999999822e-01,2.500000000000000000e-01
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
3.499999999999999778e-01,1.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.499999999999999778e-01,1.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.499999999999999778e-01,1.000000000000000000e+00
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
4.400000000000000022e-01,0.000000000000000000e+00
3.950000000000000178e-01,5.000000000000000000e-01
3.950000000000000178e-01,-5.000000000000000000e-01
