Frame,Time,Episode,Reward,Loss
19018589,00:01:00,48048.0,1084.3639130947429,20570.713298629198
19024156,00:02:00,48054.0,1066.854072813923,20193.47548541124
19029613,00:03:00,48058.0,1073.7030745617558,20039.59064517325
19035697,00:04:00,48065.0,1093.571866378568,20350.947712794834
19041847,00:05:00,48070.0,1061.280384527254,20634.90578090645
19047969,00:06:00,48074.0,1095.5825439115708,20653.076926557937
19053668,00:07:00,48081.0,1119.5533396880185,20215.572393185557
19059726,00:08:00,48084.0,1109.9943453116964,20081.869486039774
19065815,00:09:00,48090.0,1117.9792845935806,20768.87421557792
19071651,00:10:00,48101.0,1090.964945798634,21360.084306106
19077847,00:11:00,48103.0,1093.8604479722585,21109.80409957467
19083872,00:12:00,48108.0,1114.6872100675191,20414.93683289376
19089979,00:13:00,48115.0,1133.1800295969558,21603.75521385442
19096147,00:14:00,48116.0,1148.0332505445292,21392.586678682397
19102267,00:15:00,48124.0,1127.5815636284963,21389.39404503477
19108147,00:16:00,48132.0,1135.0308496559273,22494.682029469397
19114328,00:17:00,48132.0,1135.0308496559273,22494.682029469397
19120478,00:18:00,48148.0,1050.8898683485309,22574.007479346263
19126560,00:19:00,48153.0,1100.807726432799,21908.894264792292
19132595,00:20:01,48153.0,1100.807726432799,21908.894264792292
19138715,00:21:01,48164.0,1076.5200630735023,21191.646434564394
19144817,00:22:01,48169.0,1125.5145726527019,20536.09629468956
19150918,00:23:01,48169.0,1125.5145726527019,20536.09629468956
19156927,00:24:01,48186.0,1030.1159650918812,20639.737727174375
19163003,00:25:01,48192.0,989.6932655230495,21122.719436391555
19169098,00:26:01,48196.0,1026.1825383394882,21106.70364826215
19174937,00:27:01,48210.0,978.8659198543172,21277.882838476544
19181132,00:28:01,48211.0,994.4400088185831,21139.419343809095
19187272,00:29:01,48217.0,1006.7334343686872,21273.20766378366
19193375,00:30:01,48226.0,1014.6768236984022,21243.336404832058
19199536,00:31:01,48227.0,1030.762188813974,21094.06691309083
19205592,00:32:01,48236.0,1010.0462073183992,21454.78513212423
19211557,00:33:01,48253.0,932.0538504431345,20645.80632626406
19217461,00:34:01,48254.0,948.623356199943,20718.991948971874
19223473,00:35:01,48264.0,924.205767754048,20560.120108237286
19229571,00:36:01,48270.0,963.9811501051145,20204.817488014338
19235684,00:37:01,48274.0,967.1018343031891,19630.161526699492
19241797,00:38:01,48281.0,943.314234540971,19724.55165933951
19247890,00:39:01,48287.0,986.0967879736663,20223.350817310897
19253927,00:40:01,48293.0,947.1977863536129,19992.678478717156
19259913,00:41:01,48302.0,933.7662595846721,19883.454066899947
19265868,00:42:01,48313.0,924.3213289193081,21149.66367044054
19271966,00:43:01,48315.0,930.3293667239483,21762.55299627685
19278113,00:44:01,48321.0,947.4102712957111,22659.824324173038
19284246,00:45:01,48329.0,944.2814797446506,22569.538435847244
19290362,00:46:02,48332.0,939.4761158685724,22666.52532758641
19296433,00:47:02,48340.0,962.6895696814114,23620.058096601784
19302355,00:48:02,48350.0,909.0515381995482,24069.59900203295
19308342,00:49:02,48356.0,899.8608107618368,25175.738932148393
19314414,00:50:02,48368.0,880.1836638421356,25614.476496482424
19320515,00:51:02,48371.0,902.6376187049185,25474.88483669669
19326576,00:52:02,48377.0,894.5743696688173,25028.62645298311
19332647,00:53:02,48385.0,922.2965242571627,24372.755456960804
19338730,00:54:02,48388.0,945.0158164955538,24505.94534316113
19344828,00:55:02,48396.0,917.7684836867836,24380.777444761417
19350720,00:56:02,48404.0,943.3525813565017,24178.060680751307
19356781,00:57:02,48408.0,955.0978148326651,23729.631356534795
19362826,00:58:02,48412.0,966.6927334527293,23673.316222558802
19368904,00:59:02,48418.0,1008.9977274549444,23608.951075675963
19374993,01:00:02,48420.0,1041.5827773748729,23516.158570834352
19381069,01:01:02,48425.0,1038.9889240140994,23129.495509869786
19387097,01:02:02,48433.0,1057.25672598128,22601.20953583382
19393189,01:03:02,48435.0,1060.8484968698099,23696.828154039296
19399247,01:04:02,48440.0,1083.8731578041409,22973.628926582278
19405340,01:05:02,48443.0,1103.4775774545192,22458.326839477442
19411453,01:06:02,48451.0,1088.845597270943,22301.655963323326
19417522,01:07:02,48458.0,1088.4017361141518,22175.726866825695
19423316,01:08:02,48461.0,1106.2274158312337,22437.52315255197
19429286,01:09:02,48467.0,1087.6933962522405,21942.41243136124
19435393,01:10:02,48474.0,1112.3585459954957,21863.674054256207
19441471,01:11:02,48478.0,1118.2304420416808,22185.42830347469
19447428,01:12:02,48487.0,1064.009863699639,23263.821923623113
19453152,01:13:02,48492.0,1113.2747316472255,23222.95432959443
19459029,01:14:03,48495.0,1103.7857023602105,22878.861105848253
19465102,01:15:03,48501.0,1112.363665296498,22771.686007187345
19471067,01:16:03,48514.0,1063.555655878515,22891.999347752262
19476919,01:17:03,48516.0,1067.263342916403,22815.470708980072
19482821,01:18:03,48525.0,1043.718271933454,24213.31096197553
19488738,01:19:03,48529.0,1051.105932594454,23616.657855011912
19494782,01:20:03,48536.0,1050.2322581230724,22977.881480968805
19500796,01:21:03,48544.0,1040.3752012261855,22823.64223485275
19506690,01:22:03,48549.0,1037.2807009332143,22881.756341536784
19512757,01:23:03,48553.0,1045.7672969334276,23381.90781410574
19518647,01:24:03,48563.0,1039.4866313144635,23698.342467374183
19524659,01:25:03,48566.0,1032.7199953969814,23079.29171617175
19530669,01:26:03,48576.0,1003.0823496406485,23300.997728591672
19536554,01:27:03,48583.0,1031.8146549750404,23572.21297897501
19542676,01:28:03,48586.0,1024.4625423434761,23502.115562843388
