Frame,Time,Episode,Reward,Loss
20008625,00:01:00,54944.0,14.034671717627429,29860.759589189613
20022038,00:02:00,54994.0,59.059918720541006,28987.75703189753
20035349,00:03:00,55060.0,53.51088829947894,28167.039156929528
20048193,00:04:00,55111.0,59.580285201215744,28726.088000040872
20061905,00:05:00,55172.0,75.43173267861539,33207.048908676785
20075668,00:06:00,55224.0,96.01740757521104,30691.380550682818
20089297,00:07:00,55259.0,132.34880897024678,31493.348296327462
20102750,00:08:00,55297.0,149.0375716182073,34402.92643373913
20116857,00:09:00,55337.0,149.49017192985247,33171.81666455211
20130895,00:10:00,55411.0,142.84508182851593,34459.891018331444
20145057,00:11:00,55454.0,156.85750497417848,33622.47259608403
20159088,00:12:00,55496.0,178.20885470048546,33169.78042480398
20172919,00:13:01,55566.0,111.14900191633204,34167.60238665732
20186776,00:14:01,55633.0,73.08739065311504,32039.806420395707
20200796,00:15:01,55649.0,109.13389051272507,32531.610569437682
20214715,00:16:01,55702.0,160.72560616085158,33439.72315875978
20228729,00:17:01,55727.0,207.87624773195637,35320.54994392326
20242747,00:18:01,55750.0,230.21751901833946,35391.213584708436
20256780,00:19:01,55776.0,285.3606879133627,37891.64964624705
20270282,00:20:01,55823.0,284.51758302389635,36071.321603143384
20284553,00:21:01,55848.0,290.8915219208114,35778.20266544693
20298694,00:22:01,55878.0,271.0058941725249,34630.5828483577
20312544,00:23:01,55902.0,338.0277752111641,32685.335673825528
20326162,00:24:01,55928.0,299.6775937030216,33239.55919773592
20339931,00:25:01,55978.0,329.68462036228755,35256.48211984508
20353722,00:26:01,56081.0,93.3051701521304,30982.244565963356
20367599,00:27:01,56132.0,100.58916527159839,34727.399801797
20381567,00:28:01,56182.0,127.51134620046288,35731.0257149217
20395485,00:29:01,56245.0,109.01804109074708,31531.314375664148
20409400,00:30:01,56310.0,73.19993134037203,31439.747287880222
20423314,00:31:01,56355.0,84.93092548395293,31377.11163950857
20437340,00:32:01,56390.0,103.14698112251976,33339.16680417232
20451314,00:33:01,56412.0,170.35030128936984,32842.91351294376
20465303,00:34:01,56431.0,213.55255029848564,33035.66872193505
20479260,00:35:02,56464.0,273.0330396125489,32345.039793385353
20493232,00:36:02,56508.0,236.32295742159903,31377.996908998215
20507188,00:37:02,56549.0,247.17103127993005,35304.14238897977
20521068,00:38:02,56614.0,198.1241391098973,33861.94243562342
20535027,00:39:02,56680.0,128.4099983434189,35449.46423926714
20549058,00:40:02,56702.0,126.7529097658638,33951.14357857378
20563065,00:41:02,56738.0,232.06670033346484,33515.406949312564
20577035,00:42:02,56794.0,173.16737992119968,32370.938831187697
20590774,00:43:02,57059.0,-93.23008526202041,18174.58586424548
20604459,00:44:02,57203.0,-62.6119470657351,26967.03071727625
20618589,00:45:02,57230.0,-7.223022429791721,28797.355363781662
20632801,00:46:02,57262.0,53.356348199083094,31346.092913384335
20646998,00:47:02,57284.0,132.91946975942273,32699.428559835054
20661305,00:48:02,57301.0,256.91382391436787,33022.5573371335
20675610,00:49:02,57340.0,233.77496331795314,34735.63068842392
20689840,00:50:02,57379.0,293.9037726578027,39010.74810210962
20704100,00:51:02,57402.0,274.47223118871295,36512.69105040189
20718272,00:52:03,57421.0,269.2538966146967,38518.46978076329
20732543,00:53:03,57444.0,306.847443472462,40601.294382011925
20746903,00:54:03,57453.0,409.25574883282854,39634.89364364384
20761185,00:55:03,57488.0,343.2563351733283,38417.059191446846
20775352,00:56:03,57505.0,513.4502047172157,37475.30838831165
20787919,00:57:03,57512.0,550.3698421223389,36140.33247675654
20800655,00:58:03,57526.0,496.77011778909497,36310.29225753388
20813454,00:59:03,57537.0,605.181850669735,37597.80858111235
20826155,01:00:03,57538.0,618.9304325450644,37256.52565060016
20839045,01:01:03,57547.0,667.8571809636368,36891.602195505235
20851844,01:02:03,57557.0,816.3679927335172,38167.10006863136
20864638,01:03:03,57584.0,720.5485163118196,35930.99316939947
20877372,01:04:03,57613.0,698.8868176801695,36125.93323458605
20890127,01:05:03,57624.0,738.0872257748678,36010.798583093114
20902835,01:06:03,57638.0,762.765951746332,36614.80516611063
20915445,01:07:04,57652.0,657.2077393542661,36778.89655734755
20928004,01:08:04,57664.0,695.3885625329247,36766.93428256981
20940452,01:09:04,57675.0,731.1483197867751,35694.74808317423
20953058,01:10:04,57683.0,685.6032746033959,34972.10161174134
20965485,01:11:04,57694.0,708.9174744854873,35435.11296991876
20977948,01:12:04,57696.0,831.8919205520156,34915.8220267951
20990419,01:13:04,57706.0,1132.1847106538994,34772.579466689924
21002894,01:14:04,57719.0,1101.338354736042,35003.64033864566
21015505,01:15:04,57734.0,971.8982275758852,35518.85325930697
21027985,01:16:04,57759.0,933.1205331007336,35204.17452138935
21040446,01:17:04,57775.0,800.0756380289681,34321.59934433998
21053110,01:18:04,57786.0,839.7958277829957,34600.59052021148
21066112,01:19:04,57797.0,877.037029288451,34777.96197073824
21078986,01:20:04,57813.0,798.6415688585345,34232.6469010623
21091508,01:21:04,57813.0,798.6415688585345,34232.6469010623
21103914,01:22:05,57826.0,933.2016033162068,36220.715002971
21116467,01:23:05,57839.0,1019.2547734380092,35848.06426377086
21128925,01:24:05,57860.0,980.7126089395667,32982.883966414156
21141246,01:25:05,57873.0,863.0300353558487,32718.4905984838
21153623,01:26:05,57887.0,854.5280143098718,32372.25276207904
21166148,01:27:05,57897.0,860.8288752091158,33452.92877478533
21178523,01:28:05,57906.0,861.4202066613747,32784.3966018851
21190681,01:29:05,57916.0,969.3516201836691,33250.05804528516
21203073,01:30:05,57931.0,969.7369064287432,34480.25420913374
21215313,01:31:05,57931.0,969.7369064287432,34480.25420913374
21227690,01:32:05,57933.0,1018.9949005580556,34045.072628214206
21239996,01:33:05,57934.0,1075.1037789065833,35026.007150368096
21252110,01:34:05,57943.0,1297.8710642590027,33794.86205665039
21264401,01:35:05,57948.0,1234.7419633747427,33592.1316911957
21276798,01:36:05,57956.0,1300.7262594399401,33116.728603960626
21289321,01:37:05,57963.0,1521.2597121591198,33391.079198721025
21302105,01:38:05,57979.0,1335.0777790245868,33426.19867339747
21314803,01:39:05,57985.0,1408.2369674218144,33132.94944688665
21327518,01:40:05,57995.0,1319.8199468584917,34022.809316459054
21340343,01:41:06,58005.0,1296.349860740929,33563.89707487766
21353094,01:42:06,58005.0,1296.349860740929,33563.89707487766
21365851,01:43:06,58014.0,1280.6005991231677,34649.911999493335
21378855,01:44:06,58021.0,1407.5999684879473,33399.657624694846
21391464,01:45:06,58026.0,1568.1654921610075,33601.43089086124
21403903,01:46:06,58031.0,1600.1829965149052,32995.641298061404
21416524,01:47:06,58033.0,1678.5289976652189,32609.353170515136
21429303,01:48:06,58034.0,1773.131682538689,32346.298215586816
21441946,01:49:06,58041.0,1667.2941546793406,34013.2722329538
21454767,01:50:07,58051.0,1712.5291491536304,33890.4702469003
21467943,01:51:07,58066.0,1743.479285791349,33599.14590090244
21480931,01:52:07,58077.0,1795.8520266804157,33999.45127100062
21494126,01:53:07,58090.0,1710.3126400549793,33372.155560541585
21507334,01:54:07,58097.0,1648.7412478145823,33098.54708607697
21520467,01:55:07,58101.0,1715.3010392406968,32455.261964618192
21533622,01:56:07,58110.0,1683.727150130209,31212.361701044352
21546733,01:57:07,58115.0,1607.4160559627671,31359.12914343407
21559980,01:58:07,58118.0,1691.2317947790864,31425.247344531526
21573633,01:59:07,58125.0,1902.7495544895553,30855.16046098272
21587265,02:00:07,58128.0,1853.402729464213,30943.78393228239
21600865,02:01:07,58128.0,1853.402729464213,30943.78393228239
21614500,02:02:07,58130.0,1927.717308715697,30426.02304377396
21627849,02:03:07,58137.0,2008.1590705591764,30135.83298874592
21640795,02:04:07,58146.0,2040.7509710312138,29786.179362240968
21653932,02:05:07,58148.0,2112.6678365781954,29743.352136940328
21667025,02:06:07,58161.0,2151.099671306684,30002.02593325281
21680149,02:07:07,58165.0,2067.0202828939987,30140.608491406867
21693304,02:08:07,58178.0,1944.4905153577006,32650.958752906048
21706434,02:09:07,58186.0,1953.849387530614,31550.012381376746
21719543,02:10:07,58195.0,1943.2411654497155,31979.7985810753
21732683,02:11:07,58197.0,1904.8290700514194,31590.103412272754
21745821,02:12:07,58200.0,2068.272386255045,30824.07251351519
21758845,02:13:07,58206.0,2056.27743795325,30484.490330198856
21772011,02:14:08,58206.0,2056.27743795325,30484.490330198856
21784759,02:15:08,58208.0,2126.763114037635,29977.268941321767
21797742,02:16:08,58216.0,2194.864209715333,30357.49889463158
21810576,02:17:08,58228.0,2155.250171008821,32061.26093036287
21823411,02:18:08,58231.0,2192.789299136036,33659.02202565319
21836089,02:19:08,58250.0,1988.0878993902527,33634.876679474306
21848724,02:20:08,58253.0,1989.9243321270026,33702.490194016646
21861366,02:21:08,58260.0,1978.7570690450557,34198.33316772711
21874083,02:22:08,58262.0,2096.61493640129,33641.02802153969
21886702,02:23:08,58267.0,2181.7771545796645,33649.35386917386
21900009,02:24:08,58267.0,2181.7771545796645,33649.35386917386
21913252,02:25:08,58275.0,2162.336286867017,33374.256534238906
21926588,02:26:08,58275.0,2162.336286867017,33374.256534238906
21939819,02:27:08,58283.0,2311.3258793921723,33035.17572148692
21952996,02:28:08,58286.0,2353.1508170071393,32378.740544695967
21966131,02:29:08,58297.0,2389.152292407843,32472.11538536508
21979376,02:30:08,58297.0,2389.152292407843,32472.11538536508
21992382,02:31:08,58299.0,2434.3489402560613,32717.535334608358
22005106,02:32:08,58302.0,2432.3446821212515,33334.22855218885
22017951,02:33:08,58325.0,2339.410829668026,32276.710221769736
22030790,02:34:08,58329.0,2298.5294178389768,31675.947278685628
22043466,02:35:08,58332.0,2382.336108139985,31167.022698717134
22056213,02:36:08,58335.0,2358.77359775732,31334.762245638325
22069128,02:37:08,58335.0,2358.77359775732,31334.762245638325
22082125,02:38:08,58336.0,2371.97238440704,31594.348655333455
22094959,02:39:08,58346.0,2453.8925286171075,30950.853797802367
22107891,02:40:08,58356.0,2511.0400465123034,31944.427533851915
22120816,02:41:08,58359.0,2456.545251990317,32211.91958688863
22134301,02:42:08,58360.0,2545.738395734387,31916.76332552501
22148118,02:43:09,58361.0,2627.7611056626356,31833.881855135445
22161872,02:44:09,58361.0,2627.7611056626356,31833.881855135445
22175634,02:45:09,58364.0,2887.6275745568887,30931.649653259254
22189350,02:46:09,58381.0,2638.801380859902,30587.10081828465
22202893,02:47:09,58393.0,2443.12736733102,31307.05614861485
22216754,02:48:09,58395.0,2505.5296495987604,30744.18486860535
22230619,02:49:09,58398.0,2565.5310768743634,30900.81668489474
22244229,02:50:09,58398.0,2565.5310768743634,30900.81668489474
22258214,02:51:09,58407.0,2666.219660827129,30638.194228170058
22272342,02:52:09,58413.0,2622.337884652473,30038.415750006265
22286242,02:53:09,58419.0,2723.1902430135306,29000.209770856243
22299903,02:54:09,58419.0,2723.1902430135306,29000.209770856243
22313803,02:55:09,58424.0,2807.092572438768,27783.848948840543
22327648,02:56:09,58430.0,2656.349988766849,27271.82313060496
22341526,02:57:09,58431.0,2743.4706170992954,27135.91201203695
22355399,02:58:09,58443.0,2742.0265030532228,28986.34035989289
22369008,02:59:09,58456.0,2687.32240896776,29186.578691824994
22382944,03:00:09,58456.0,2687.32240896776,29186.578691824994
22396843,03:01:09,58456.0,2687.32240896776,29186.578691824994
22410718,03:02:09,58462.0,2633.606196293503,29039.774515783338
22424614,03:03:09,58465.0,2780.1591533567525,29214.449948125195
22438443,03:04:09,58478.0,2741.7662483481854,29196.413247610173
22452366,03:05:09,58490.0,2627.2852135564794,30873.52599167973
22466268,03:06:09,58490.0,2627.2852135564794,30873.52599167973
22480170,03:07:09,58490.0,2627.2852135564794,30873.52599167973
22494152,03:08:09,58494.0,2730.824830446285,31076.182437121373
22508126,03:09:09,58495.0,2817.993378581169,30773.756399153353
22522046,03:10:09,58504.0,2924.1569388942967,30382.097124828004
22535922,03:11:09,58534.0,2410.3626513802487,29672.69554985596
22549827,03:12:10,58534.0,2410.3626513802487,29672.69554985596
22563835,03:13:10,58534.0,2410.3626513802487,29672.69554985596
22577657,03:14:10,58538.0,2422.5852763263038,28996.070954659142
22591715,03:15:10,58538.0,2422.5852763263038,28996.070954659142
22605673,03:16:10,58546.0,2542.1981717855483,28327.814383060315
22619558,03:17:10,58571.0,2327.0241591852177,29179.55945686235
22633432,03:18:10,58571.0,2327.0241591852177,29179.55945686235
22647302,03:19:10,58571.0,2327.0241591852177,29179.55945686235
22661216,03:20:10,58572.0,2417.938589705251,29294.458016215925
22675159,03:21:10,58572.0,2417.938589705251,29294.458016215925
22689008,03:22:10,58587.0,2585.3731654452395,29405.746905974825
22702944,03:23:10,58594.0,2626.510939308934,29663.446150624208
22716855,03:24:10,58595.0,2616.8132813435273,29370.188443292198
22730810,03:25:10,58598.0,2648.5266999346136,29176.885636909738
22744759,03:26:10,58598.0,2648.5266999346136,29176.885636909738
22758588,03:27:10,58598.0,2648.5266999346136,29176.885636909738
22772469,03:28:10,58606.0,2987.9590375117295,27730.107925071214
22786412,03:29:10,58608.0,3155.719744641401,28429.705937774244
22800289,03:30:10,58608.0,3155.719744641401,28429.705937774244
22814212,03:31:10,58610.0,3206.4842048179166,28098.51598017578
22828143,03:32:11,58610.0,3206.4842048179166,28098.51598017578
22842077,03:33:11,58612.0,3362.64318934386,27945.02847536771
22855888,03:34:11,58623.0,3523.2713409340827,28022.250987402957
22869712,03:35:11,58631.0,3246.221970338312,32567.763437115405
22883624,03:36:11,58641.0,2963.1522865371808,32229.741396048314
22897490,03:37:11,58652.0,2866.7099078456026,31383.17698996725
22911419,03:38:11,58652.0,2866.7099078456026,31383.17698996725
22925338,03:39:11,58655.0,3119.9646120054235,31131.322032196564
22939206,03:40:11,58662.0,3015.047104867473,30312.97482316898
22952970,03:41:11,58669.0,2837.9962256631593,31713.123326696754
22966813,03:42:11,58670.0,2923.9080338182266,31429.078456964973
22980375,03:43:11,58683.0,2865.4719093888484,32302.804871476368
